	CompoundName	PrecursorMz	ProductMz	LibraryIntensity	NormalizedRetentionTime	TransitionGroupId	CollisionEnergy
0	(2-AMINOETHYL)PHOSPHONATE	126.0314558	109.00481	100.0	1.0	(2-AMINOETHYL)PHOSPHONATE_10eV	10
1	(2-AMINOETHYL)PHOSPHONATE	126.0314558	126.03183	42.9	1.0	(2-AMINOETHYL)PHOSPHONATE_10eV	10
2	(2-AMINOETHYL)PHOSPHONATE	126.0314558	80.97356	100.0	1.0	(2-AMINOETHYL)PHOSPHONATE_40eV	40
3	(2-AMINOETHYL)PHOSPHONATE	126.0314558	62.9627	57.7	1.0	(2-AMINOETHYL)PHOSPHONATE_40eV	40
4	(2-AMINOETHYL)PHOSPHONATE	126.0314558	80.97342	100.0	1.0	(2-AMINOETHYL)PHOSPHONATE_20eV	20
5	(2-AMINOETHYL)PHOSPHONATE	126.0314558	78.99384	55.0	1.0	(2-AMINOETHYL)PHOSPHONATE_20eV	20
6	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	566.3816304	184.07405	100.0	1.0	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE_20eV	20
7	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	566.3816304	566.3812	11.2	1.0	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE_20eV	20
8	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	566.3816304	566.38286	100.0	1.0	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE_10eV	10
9	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	566.3816304	184.07344	39.9	1.0	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE_10eV	10
10	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	566.3816304	184.07381	100.0	1.0	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE_40eV	40
11	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	566.3816304	86.09655	19.2	1.0	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE_40eV	40
12	1,3,7-TRIMETHYLURIC ACID	211.0825662	211.08557	100.0	1.0	1,3,7-TRIMETHYLURIC ACID_10eV	10
13	1,3,7-TRIMETHYLURIC ACID	211.0825662	196.06202	6.1	1.0	1,3,7-TRIMETHYLURIC ACID_10eV	10
14	1,3,7-TRIMETHYLURIC ACID	211.0825662	42.0356	100.0	1.0	1,3,7-TRIMETHYLURIC ACID_40eV	40
15	1,3,7-TRIMETHYLURIC ACID	211.0825662	68.03929	97.3	1.0	1,3,7-TRIMETHYLURIC ACID_40eV	40
16	1,3,7-TRIMETHYLURIC ACID	211.0825662	211.08563	100.0	1.0	1,3,7-TRIMETHYLURIC ACID_20eV	20
17	1,3,7-TRIMETHYLURIC ACID	211.0825662	196.06272	75.8	1.0	1,3,7-TRIMETHYLURIC ACID_20eV	20
18	1,3-DIAMINOPROPANE	75.09167433	58.06479	100.0	1.0	1,3-DIAMINOPROPANE_10eV	10
19	1,3-DIAMINOPROPANE	75.09167433	75.09073	4.2	1.0	1,3-DIAMINOPROPANE_10eV	10
20	1,3-DIAMINOPROPANE	75.09167433	42.0328	100.0	1.0	1,3-DIAMINOPROPANE_40eV	40
21	1,3-DIAMINOPROPANE	75.09167433	39.0224	69.1	1.0	1,3-DIAMINOPROPANE_40eV	40
22	1,3-DIAMINOPROPANE	75.09167433	58.06518	100.0	1.0	1,3-DIAMINOPROPANE_20eV	20
23	1,3-DIAMINOPROPANE	75.09167433	41.0379	11.3	1.0	1,3-DIAMINOPROPANE_20eV	20
24	1,3-DIAMINOPROPANE	75.09167433	58.06928	100.0	1.0	1,3-DIAMINOPROPANE_20eV	20
25	1,3-DIAMINOPROPANE	75.09167433	58.08318	28.5	1.0	1,3-DIAMINOPROPANE_20eV	20
26	1,3-DIAMINOPROPANE	75.09167433	58.06913	100.0	1.0	1,3-DIAMINOPROPANE_10eV	10
27	1,3-DIAMINOPROPANE	75.09167433	58.07874	62.8	1.0	1,3-DIAMINOPROPANE_10eV	10
28	1,3-DIAMINOPROPANE	75.09167433	39.03471	100.0	1.0	1,3-DIAMINOPROPANE_40eV	40
29	1,3-DIAMINOPROPANE	75.09167433	42.04537	60.0	1.0	1,3-DIAMINOPROPANE_40eV	40
30	1,3-DIMETHYLURACIL	141.0658535	141.06659	100.0	1.0	1,3-DIMETHYLURACIL_10eV	10
31	1,3-DIMETHYLURACIL	141.0658535	56.04949	4.3	1.0	1,3-DIMETHYLURACIL_10eV	10
34	1,3-DIMETHYLURACIL	141.0658535	56.04957	100.0	1.0	1,3-DIMETHYLURACIL_20eV	20
35	1,3-DIMETHYLURACIL	141.0658535	141.06619	99.6	1.0	1,3-DIMETHYLURACIL_20eV	20
38	1,3-DIMETHYLURACIL	141.0658535	42.03336	100.0	1.0	1,3-DIMETHYLURACIL_40eV	40
39	1,3-DIMETHYLURACIL	141.0658535	56.04947	85.2	1.0	1,3-DIMETHYLURACIL_40eV	40
42	1,3-DIMETHYLURIC ACID	197.0669161	197.07005	100.0	1.0	1,3-DIMETHYLURIC ACID_10eV	10
43	1,3-DIMETHYLURIC ACID	197.0669161	169.07519	18.9	1.0	1,3-DIMETHYLURIC ACID_10eV	10
44	1,3-DIMETHYLURIC ACID	197.0669161	57.04674	100.0	1.0	1,3-DIMETHYLURIC ACID_40eV	40
45	1,3-DIMETHYLURIC ACID	197.0669161	42.03526	14.8	1.0	1,3-DIMETHYLURIC ACID_40eV	40
46	1,3-DIMETHYLURIC ACID	197.0669161	169.07524	100.0	1.0	1,3-DIMETHYLURIC ACID_20eV	20
47	1,3-DIMETHYLURIC ACID	197.0669161	57.04697	75.9	1.0	1,3-DIMETHYLURIC ACID_20eV	20
48	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	136.0768	100.0	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_10eV	10
49	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	80.05065	6.0	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_10eV	10
50	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	80.05011	100.0	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_40eV	40
51	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	53.0391	61.7	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_40eV	40
52	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	80.0502	100.0	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_20eV	20
53	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	136.07646	51.4	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_20eV	20
54	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	80.04918	100.0	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_20eV	20
55	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	94.06472	42.2	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_20eV	20
56	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	80.04925	100.0	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_40eV	40
57	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	53.03808	56.3	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_40eV	40
58	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	136.07519	100.0	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_10eV	10
59	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	136.0756899	118.06484	7.5	1.0	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE_10eV	10
60	1,6-ANHYDRO-B-GLUCOSE	163.0600994	85.02904	100.0	1.0	1,6-ANHYDRO-B-GLUCOSE_10eV	10
61	1,6-ANHYDRO-B-GLUCOSE	163.0600994	69.03385	63.7	1.0	1,6-ANHYDRO-B-GLUCOSE_10eV	10
62	1,6-ANHYDRO-B-GLUCOSE	163.0600994	45.03413	100.0	1.0	1,6-ANHYDRO-B-GLUCOSE_40eV	40
63	1,6-ANHYDRO-B-GLUCOSE	163.0600994	41.03895	97.9	1.0	1,6-ANHYDRO-B-GLUCOSE_40eV	40
64	1,6-ANHYDRO-B-GLUCOSE	163.0600994	69.03382	100.0	1.0	1,6-ANHYDRO-B-GLUCOSE_20eV	20
65	1,6-ANHYDRO-B-GLUCOSE	163.0600994	85.02905	85.4	1.0	1,6-ANHYDRO-B-GLUCOSE_20eV	20
66	1,6-ANHYDRO-B-GLUCOSE	163.0600994	85.02872	100.0	1.0	1,6-ANHYDRO-B-GLUCOSE_10eV	10
67	1,6-ANHYDRO-B-GLUCOSE	163.0600994	69.03334	54.7	1.0	1,6-ANHYDRO-B-GLUCOSE_10eV	10
68	1,6-ANHYDRO-B-GLUCOSE	163.0600994	69.03302	100.0	1.0	1,6-ANHYDRO-B-GLUCOSE_20eV	20
69	1,6-ANHYDRO-B-GLUCOSE	163.0600994	45.0332	82.8	1.0	1,6-ANHYDRO-B-GLUCOSE_20eV	20
70	1,6-ANHYDRO-B-GLUCOSE	163.0600994	43.01714	100.0	1.0	1,6-ANHYDRO-B-GLUCOSE_40eV	40
71	1,6-ANHYDRO-B-GLUCOSE	163.0600994	41.03762	29.9	1.0	1,6-ANHYDRO-B-GLUCOSE_40eV	40
72	1,7-DIMETHYLURIC ACID	197.0669161	197.06836	100.0	1.0	1,7-DIMETHYLURIC ACID_10eV	10
73	1,7-DIMETHYLURIC ACID	197.0669161	140.0474	22.8	1.0	1,7-DIMETHYLURIC ACID_10eV	10
74	1,7-DIMETHYLURIC ACID	197.0669161	140.04713	100.0	1.0	1,7-DIMETHYLURIC ACID_20eV	20
75	1,7-DIMETHYLURIC ACID	197.0669161	197.06787	40.8	1.0	1,7-DIMETHYLURIC ACID_20eV	20
76	1,7-DIMETHYLURIC ACID	197.0669161	42.03458	100.0	1.0	1,7-DIMETHYLURIC ACID_40eV	40
77	1,7-DIMETHYLURIC ACID	197.0669161	69.04588	50.6	1.0	1,7-DIMETHYLURIC ACID_40eV	40
78	10-HYDROXYDECANOIC ACID	189.1485205	69.06993	100.0	1.0	10-HYDROXYDECANOIC ACID_10eV	10
79	10-HYDROXYDECANOIC ACID	189.1485205	135.11739	64.1	1.0	10-HYDROXYDECANOIC ACID_10eV	10
80	10-HYDROXYDECANOIC ACID	189.1485205	55.05446	100.0	1.0	10-HYDROXYDECANOIC ACID_40eV	40
81	10-HYDROXYDECANOIC ACID	189.1485205	41.03861	88.7	1.0	10-HYDROXYDECANOIC ACID_40eV	40
82	10-HYDROXYDECANOIC ACID	189.1485205	69.06988	100.0	1.0	10-HYDROXYDECANOIC ACID_20eV	20
83	10-HYDROXYDECANOIC ACID	189.1485205	55.05411	74.2	1.0	10-HYDROXYDECANOIC ACID_20eV	20
84	10-UNDECEN-1-OL	171.1743413	55.05325	100.0	1.0	10-UNDECEN-1-OL_10eV	10
85	10-UNDECEN-1-OL	171.1743413	81.06967	81.2	1.0	10-UNDECEN-1-OL_10eV	10
86	10-UNDECEN-1-OL	171.1743413	55.05374	100.0	1.0	10-UNDECEN-1-OL_20eV	20
87	10-UNDECEN-1-OL	171.1743413	69.06971	78.8	1.0	10-UNDECEN-1-OL_20eV	20
88	10-UNDECEN-1-OL	171.1743413	41.03888	100.0	1.0	10-UNDECEN-1-OL_40eV	40
89	10-UNDECEN-1-OL	171.1743413	43.05314	86.4	1.0	10-UNDECEN-1-OL_40eV	40
90	1-AMINOADAMANTANE	152.1433755	152.14615	100.0	1.0	1-AMINOADAMANTANE_10eV	10
91	1-AMINOADAMANTANE	152.1433755	135.11952	67.0	1.0	1-AMINOADAMANTANE_10eV	10
92	1-AMINOADAMANTANE	152.1433755	58.0671	100.0	1.0	1-AMINOADAMANTANE_40eV	40
93	1-AMINOADAMANTANE	152.1433755	77.04088	54.6	1.0	1-AMINOADAMANTANE_40eV	40
94	1-AMINOADAMANTANE	152.1433755	135.11949	100.0	1.0	1-AMINOADAMANTANE_20eV	20
95	1-AMINOADAMANTANE	152.1433755	107.08784	13.6	1.0	1-AMINOADAMANTANE_20eV	20
96	1-AMINOADAMANTANE	152.1433755	135.12036	100.0	1.0	1-AMINOADAMANTANE_10eV	10
97	1-AMINOADAMANTANE	152.1433755	152.14706	86.4	1.0	1-AMINOADAMANTANE_10eV	10
98	1-AMINOADAMANTANE	152.1433755	135.12046	100.0	1.0	1-AMINOADAMANTANE_20eV	20
99	1-AMINOADAMANTANE	152.1433755	135.16539	4.6	1.0	1-AMINOADAMANTANE_20eV	20
100	1-AMINOADAMANTANE	152.1433755	79.05789	100.0	1.0	1-AMINOADAMANTANE_40eV	40
101	1-AMINOADAMANTANE	152.1433755	77.04162	99.4	1.0	1-AMINOADAMANTANE_40eV	40
102	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.04964	100.0	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_10eV	10
103	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.07809	4.2	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_10eV	10
104	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.04952	100.0	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_20eV	20
105	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.07791	3.7	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_20eV	20
106	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.05007	100.0	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_40eV	40
107	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	39.02277	20.1	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_40eV	40
108	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.05021	100.0	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_10eV	10
109	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.05953	50.6	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_10eV	10
110	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.05028	100.0	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_20eV	20
111	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.05969	50.1	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_20eV	20
112	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	56.05006	100.0	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_40eV	40
113	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID	102.0549545	41.02614	83.3	1.0	1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID_40eV	40
114	1-HYDROXY-2-NAPHTHOIC ACID	189.0546201	171.04278	100.0	1.0	1-HYDROXY-2-NAPHTHOIC ACID_10eV	10
115	1-HYDROXY-2-NAPHTHOIC ACID	189.0546201	189.05392	22.9	1.0	1-HYDROXY-2-NAPHTHOIC ACID_10eV	10
116	1-HYDROXY-2-NAPHTHOIC ACID	189.0546201	171.04274	100.0	1.0	1-HYDROXY-2-NAPHTHOIC ACID_20eV	20
117	1-HYDROXY-2-NAPHTHOIC ACID	189.0546201	115.05294	61.8	1.0	1-HYDROXY-2-NAPHTHOIC ACID_20eV	20
118	1-HYDROXY-2-NAPHTHOIC ACID	189.0546201	115.05286	100.0	1.0	1-HYDROXY-2-NAPHTHOIC ACID_40eV	40
119	1-HYDROXY-2-NAPHTHOIC ACID	189.0546201	61.92642	12.4	1.0	1-HYDROXY-2-NAPHTHOIC ACID_40eV	40
120	1-METHYLADENOSINE	282.11968	150.07856	100.0	1.0	1-METHYLADENOSINE_20eV	20
121	1-METHYLADENOSINE	282.11968	150.12524	4.3	1.0	1-METHYLADENOSINE_20eV	20
122	1-METHYLADENOSINE	282.11968	150.07864	100.0	1.0	1-METHYLADENOSINE_10eV	10
123	1-METHYLADENOSINE	282.11968	282.12033	46.5	1.0	1-METHYLADENOSINE_10eV	10
124	1-METHYLADENOSINE	282.11968	150.07903	100.0	1.0	1-METHYLADENOSINE_40eV	40
125	1-METHYLADENOSINE	282.11968	94.04182	13.9	1.0	1-METHYLADENOSINE_40eV	40
126	1-METHYLGUANIDINE	74.07127324	57.04686	100.0	1.0	1-METHYLGUANIDINE_10eV	10
127	1-METHYLGUANIDINE	74.07127324	46.06699	49.1	1.0	1-METHYLGUANIDINE_10eV	10
128	1-METHYLGUANIDINE	74.07127324	43.03036	100.0	1.0	1-METHYLGUANIDINE_40eV	40
129	1-METHYLGUANIDINE	74.07127324	57.04714	56.1	1.0	1-METHYLGUANIDINE_40eV	40
130	1-METHYLGUANIDINE	74.07127324	57.04694	100.0	1.0	1-METHYLGUANIDINE_20eV	20
131	1-METHYLGUANIDINE	74.07127324	46.0671	18.3	1.0	1-METHYLGUANIDINE_20eV	20
132	1-METHYLGUANIDINE	74.07127324	57.05144	100.0	1.0	1-METHYLGUANIDINE_10eV	10
133	1-METHYLGUANIDINE	74.07127324	57.06082	45.1	1.0	1-METHYLGUANIDINE_10eV	10
134	1-METHYLGUANIDINE	74.07127324	43.03549	100.0	1.0	1-METHYLGUANIDINE_40eV	40
135	1-METHYLGUANIDINE	74.07127324	57.05188	52.9	1.0	1-METHYLGUANIDINE_40eV	40
136	1-METHYLGUANIDINE	74.07127324	57.05134	100.0	1.0	1-METHYLGUANIDINE_20eV	20
137	1-METHYLGUANIDINE	74.07127324	57.06121	44.4	1.0	1-METHYLGUANIDINE_20eV	20
138	1-METHYLGUANIDINE	74.07127324	57.04473	100.0	1.0	1-METHYLGUANIDINE_10eV	10
139	1-METHYLGUANIDINE	74.07127324	74.07105	44.9	1.0	1-METHYLGUANIDINE_10eV	10
140	1-METHYLGUANIDINE	74.07127324	57.04471	100.0	1.0	1-METHYLGUANIDINE_20eV	20
141	1-METHYLGUANIDINE	74.07127324	43.02872	7.2	1.0	1-METHYLGUANIDINE_20eV	20
142	1-METHYLGUANIDINE	74.07127324	43.0287	100.0	1.0	1-METHYLGUANIDINE_40eV	40
143	1-METHYLGUANIDINE	74.07127324	57.04464	45.7	1.0	1-METHYLGUANIDINE_40eV	40
144	1-METHYL-HYDANTOIN	115.0502034	44.05024	100.0	1.0	1-METHYL-HYDANTOIN_20eV	20
145	1-METHYL-HYDANTOIN	115.0502034	87.05608	10.0	1.0	1-METHYL-HYDANTOIN_20eV	20
146	1-METHYL-HYDANTOIN	115.0502034	87.05682	100.0	1.0	1-METHYL-HYDANTOIN_10eV	10
147	1-METHYL-HYDANTOIN	115.0502034	44.05004	75.2	1.0	1-METHYL-HYDANTOIN_10eV	10
148	1-METHYL-HYDANTOIN	115.0502034	44.05	100.0	1.0	1-METHYL-HYDANTOIN_40eV	40
149	1-METHYL-HYDANTOIN	115.0502034	44.01406	33.4	1.0	1-METHYL-HYDANTOIN_40eV	40
150	1-METHYLNICOTINAMIDE	137.0714879	137.07136	100.0	1.0	1-METHYLNICOTINAMIDE_10eV	10
151	1-METHYLNICOTINAMIDE	137.0714879	94.06513	9.6	1.0	1-METHYLNICOTINAMIDE_10eV	10
152	1-METHYLNICOTINAMIDE	137.0714879	94.0649	100.0	1.0	1-METHYLNICOTINAMIDE_20eV	20
153	1-METHYLNICOTINAMIDE	137.0714879	137.07088	56.7	1.0	1-METHYLNICOTINAMIDE_20eV	20
154	1-METHYLNICOTINAMIDE	137.0714879	65.03857	100.0	1.0	1-METHYLNICOTINAMIDE_40eV	40
155	1-METHYLNICOTINAMIDE	137.0714879	79.04177	89.0	1.0	1-METHYLNICOTINAMIDE_40eV	40
156	1-METHYLNICOTINAMIDE	137.0714879	137.07176	100.0	1.0	1-METHYLNICOTINAMIDE_10eV	10
157	1-METHYLNICOTINAMIDE	137.0714879	94.06637	8.0	1.0	1-METHYLNICOTINAMIDE_10eV	10
158	1-METHYLNICOTINAMIDE	137.0714879	94.06619	100.0	1.0	1-METHYLNICOTINAMIDE_20eV	20
159	1-METHYLNICOTINAMIDE	137.0714879	137.07145	68.1	1.0	1-METHYLNICOTINAMIDE_20eV	20
160	1-METHYLNICOTINAMIDE	137.0714879	79.04339	100.0	1.0	1-METHYLNICOTINAMIDE_40eV	40
161	1-METHYLNICOTINAMIDE	137.0714879	65.0408	91.0	1.0	1-METHYLNICOTINAMIDE_40eV	40
162	1-METHYLURIC ACID	183.0512661	155.05671	100.0	1.0	1-METHYLURIC ACID_20eV	20
163	1-METHYLURIC ACID	183.0512661	183.05196	75.1	1.0	1-METHYLURIC ACID_20eV	20
164	1-METHYLURIC ACID	183.0512661	183.05194	100.0	1.0	1-METHYLURIC ACID_10eV	10
165	1-METHYLURIC ACID	183.0512661	155.0564	18.6	1.0	1-METHYLURIC ACID_10eV	10
166	1-METHYLURIC ACID	183.0512661	55.02944	100.0	1.0	1-METHYLURIC ACID_40eV	40
167	1-METHYLURIC ACID	183.0512661	43.02911	95.9	1.0	1-METHYLURIC ACID_40eV	40
174	1-METHYLURIC ACID	183.0512661	183.05166	100.0	1.0	1-METHYLURIC ACID_10eV	10
175	1-METHYLURIC ACID	183.0512661	155.05575	28.4	1.0	1-METHYLURIC ACID_10eV	10
176	1-METHYLURIC ACID	183.0512661	126.02949	100.0	1.0	1-METHYLURIC ACID_20eV	20
177	1-METHYLURIC ACID	183.0512661	155.05649	59.0	1.0	1-METHYLURIC ACID_20eV	20
178	1-METHYLURIC ACID	183.0512661	55.02876	100.0	1.0	1-METHYLURIC ACID_40eV	40
179	1-METHYLURIC ACID	183.0512661	69.00652	47.7	1.0	1-METHYLURIC ACID_40eV	40
180	1-METHYLXANTHINE	167.0563515	167.05887	100.0	1.0	1-METHYLXANTHINE_10eV	10
181	1-METHYLXANTHINE	167.0563515	110.03681	35.2	1.0	1-METHYLXANTHINE_10eV	10
184	1-METHYLXANTHINE	167.0563515	110.03684	100.0	1.0	1-METHYLXANTHINE_20eV	20
185	1-METHYLXANTHINE	167.0563515	167.05821	22.3	1.0	1-METHYLXANTHINE_20eV	20
188	1-METHYLXANTHINE	167.0563515	55.03072	100.0	1.0	1-METHYLXANTHINE_40eV	40
189	1-METHYLXANTHINE	167.0563515	110.0367	19.9	1.0	1-METHYLXANTHINE_40eV	40
192	1-METHYLXANTHINE	167.0563515	124.05094	100.0	1.0	1-METHYLXANTHINE_20eV	20
193	1-METHYLXANTHINE	167.0563515	167.05645	44.1	1.0	1-METHYLXANTHINE_20eV	20
194	1-METHYLXANTHINE	167.0563515	167.05602	100.0	1.0	1-METHYLXANTHINE_10eV	10
195	1-METHYLXANTHINE	167.0563515	124.05047	26.6	1.0	1-METHYLXANTHINE_10eV	10
196	1-METHYLXANTHINE	167.0563515	42.03333	100.0	1.0	1-METHYLXANTHINE_40eV	40
197	1-METHYLXANTHINE	167.0563515	55.02847	51.7	1.0	1-METHYLXANTHINE_40eV	40
198	1-OLEOYL-RAC-GLYCEROL	357.2999358	265.25336	100.0	1.0	1-OLEOYL-RAC-GLYCEROL_10eV	10
199	1-OLEOYL-RAC-GLYCEROL	357.2999358	339.29557	39.8	1.0	1-OLEOYL-RAC-GLYCEROL_10eV	10
200	1-OLEOYL-RAC-GLYCEROL	357.2999358	121.10233	100.0	1.0	1-OLEOYL-RAC-GLYCEROL_20eV	20
201	1-OLEOYL-RAC-GLYCEROL	357.2999358	83.08696	78.6	1.0	1-OLEOYL-RAC-GLYCEROL_20eV	20
202	1-OLEOYL-RAC-GLYCEROL	357.2999358	43.01945	100.0	1.0	1-OLEOYL-RAC-GLYCEROL_40eV	40
203	1-OLEOYL-RAC-GLYCEROL	357.2999358	79.05454	75.8	1.0	1-OLEOYL-RAC-GLYCEROL_40eV	40
204	2-(4-HYDROXYPHENYL)PROPIONIC ACID	189.0522122	111.08005	100.0	1.0	2-(4-HYDROXYPHENYL)PROPIONIC ACID_20eV	20
205	2-(4-HYDROXYPHENYL)PROPIONIC ACID	189.0522122	108.95713	74.7	1.0	2-(4-HYDROXYPHENYL)PROPIONIC ACID_20eV	20
206	2-(4-HYDROXYPHENYL)PROPIONIC ACID	189.0522122	189.05863	100.0	1.0	2-(4-HYDROXYPHENYL)PROPIONIC ACID_10eV	10
207	2-(4-HYDROXYPHENYL)PROPIONIC ACID	189.0522122	71.04873	93.8	1.0	2-(4-HYDROXYPHENYL)PROPIONIC ACID_10eV	10
208	2-(4-HYDROXYPHENYL)PROPIONIC ACID	189.0522122	66.14772	100.0	1.0	2-(4-HYDROXYPHENYL)PROPIONIC ACID_40eV	40
209	2,3,4-TRIHYDROXYBENZOIC ACID	171.0287993	153.01865	100.0	1.0	2,3,4-TRIHYDROXYBENZOIC ACID_10eV	10
210	2,3,4-TRIHYDROXYBENZOIC ACID	171.0287993	171.0286	13.2	1.0	2,3,4-TRIHYDROXYBENZOIC ACID_10eV	10
211	2,3,4-TRIHYDROXYBENZOIC ACID	171.0287993	153.01866	100.0	1.0	2,3,4-TRIHYDROXYBENZOIC ACID_20eV	20
212	2,3,4-TRIHYDROXYBENZOIC ACID	171.0287993	79.01778	42.1	1.0	2,3,4-TRIHYDROXYBENZOIC ACID_20eV	20
213	2,3,4-TRIHYDROXYBENZOIC ACID	171.0287993	51.02248	100.0	1.0	2,3,4-TRIHYDROXYBENZOIC ACID_40eV	40
214	2,3,4-TRIHYDROXYBENZOIC ACID	171.0287993	79.01797	33.3	1.0	2,3,4-TRIHYDROXYBENZOIC ACID_40eV	40
215	2,3-DIAMINOPROPIONIC ACID	105.0658535	88.03943	100.0	1.0	2,3-DIAMINOPROPIONIC ACID_10eV	10
216	2,3-DIAMINOPROPIONIC ACID	105.0658535	59.06013	48.7	1.0	2,3-DIAMINOPROPIONIC ACID_10eV	10
217	2,3-DIAMINOPROPIONIC ACID	105.0658535	42.03326	100.0	1.0	2,3-DIAMINOPROPIONIC ACID_20eV	20
218	2,3-DIAMINOPROPIONIC ACID	105.0658535	59.06002	50.7	1.0	2,3-DIAMINOPROPIONIC ACID_20eV	20
219	2,3-DIAMINOPROPIONIC ACID	105.0658535	42.03318	100.0	1.0	2,3-DIAMINOPROPIONIC ACID_40eV	40
220	2,3-DIAMINOPROPIONIC ACID	105.0658535	43.01729	14.1	1.0	2,3-DIAMINOPROPIONIC ACID_40eV	40
221	2,3-DIAMINOPROPIONIC ACID	105.0658535	42.03386	100.0	1.0	2,3-DIAMINOPROPIONIC ACID_20eV	20
222	2,3-DIAMINOPROPIONIC ACID	105.0658535	42.04213	63.1	1.0	2,3-DIAMINOPROPIONIC ACID_20eV	20
223	2,3-DIAMINOPROPIONIC ACID	105.0658535	88.03819	100.0	1.0	2,3-DIAMINOPROPIONIC ACID_10eV	10
224	2,3-DIAMINOPROPIONIC ACID	105.0658535	59.0609	68.9	1.0	2,3-DIAMINOPROPIONIC ACID_10eV	10
225	2,3-DIAMINOPROPIONIC ACID	105.0658535	42.03398	100.0	1.0	2,3-DIAMINOPROPIONIC ACID_40eV	40
226	2,3-DIAMINOPROPIONIC ACID	105.0658535	42.04203	75.6	1.0	2,3-DIAMINOPROPIONIC ACID_40eV	40
